id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
618,Male,84,1,28.0,1,1-2 Year,No,49367.0,122.0,31,0
437,Male,29,1,8.0,0,< 1 Year,Yes,42992.0,124.0,241,0
262,Female,22,1,12.0,1,< 1 Year,No,29823.0,152.0,128,0
956,Male,20,1,11.0,1,< 1 Year,No,29587.0,160.0,187,0
991,Female,43,1,3.0,0,1-2 Year,Yes,30437.0,26.0,208,0
95,Female,23,1,15.0,0,< 1 Year,Yes,41641.0,152.0,209,0
340,Female,69,1,28.0,0,1-2 Year,Yes,32400.0,26.0,189,1
651,Female,44,1,28.0,0,1-2 Year,Yes,26567.0,26.0,215,0
155,Female,24,1,22.0,1,< 1 Year,No,34591.0,152.0,125,0
415,Female,25,1,43.0,1,< 1 Year,No,27080.0,160.0,177,0
138,Female,23,1,36.0,0,< 1 Year,Yes,33638.0,160.0,22,0
979,Female,33,1,46.0,0,1-2 Year,Yes,2630.0,156.0,116,1
873,Male,34,1,41.0,1,1-2 Year,Yes,36264.0,26.0,241,0
217,Female,60,1,28.0,0,> 2 Years,Yes,65472.0,26.0,36,0
846,Female,44,1,28.0,0,1-2 Year,Yes,43624.0,26.0,28,1
247,Female,57,1,46.0,0,1-2 Year,Yes,30777.0,26.0,158,0
557,Male,25,1,15.0,1,< 1 Year,No,34661.0,160.0,207,0
368,Female,20,1,12.0,0,< 1 Year,Yes,2630.0,160.0,203,0
690,Female,23,1,41.0,1,< 1 Year,No,33860.0,152.0,217,0
602,Female,23,1,28.0,1,< 1 Year,No,28155.0,152.0,83,0
674,Male,27,1,36.0,1,< 1 Year,No,32286.0,152.0,75,0
320,Male,43,1,5.0,1,1-2 Year,Yes,2630.0,124.0,178,0
632,Female,22,1,40.0,1,< 1 Year,No,32851.0,152.0,234,0
153,Male,51,1,19.0,0,1-2 Year,Yes,2630.0,124.0,228,0
881,Female,47,1,28.0,1,1-2 Year,No,32752.0,26.0,105,0
790,Male,40,1,28.0,0,1-2 Year,Yes,28113.0,124.0,278,1
44,Female,38,1,35.0,1,1-2 Year,No,2630.0,152.0,153,0
398,Male,21,1,28.0,0,< 1 Year,No,2630.0,152.0,186,0
350,Female,60,1,36.0,1,1-2 Year,Yes,36638.0,124.0,33,0
612,Female,22,1,30.0,1,< 1 Year,No,30724.0,152.0,271,0
238,Male,28,1,15.0,1,< 1 Year,No,38339.0,152.0,245,0
125,Male,23,1,15.0,1,< 1 Year,No,25605.0,160.0,256,0
586,Female,27,1,33.0,1,< 1 Year,No,2630.0,160.0,266,0
74,Male,50,1,28.0,1,1-2 Year,No,27784.0,26.0,277,0
174,Female,33,1,36.0,1,< 1 Year,No,40899.0,152.0,85,0
585,Male,24,1,15.0,1,< 1 Year,No,33613.0,152.0,205,0
56,Female,20,1,47.0,0,< 1 Year,Yes,25380.0,160.0,171,0
847,Male,43,1,39.0,0,1-2 Year,Yes,2630.0,124.0,26,1
260,Male,24,1,13.0,1,< 1 Year,No,44603.0,152.0,207,0
644,Male,40,1,28.0,0,1-2 Year,No,32854.0,122.0,149,0
949,Male,20,1,36.0,0,< 1 Year,Yes,41945.0,160.0,50,0
239,Male,33,1,3.0,1,1-2 Year,No,27609.0,152.0,255,0
88,Male,25,1,23.0,0,< 1 Year,Yes,23537.0,152.0,58,0
176,Female,22,1,36.0,1,< 1 Year,No,34527.0,152.0,67,0
502,Female,31,1,15.0,1,< 1 Year,No,33444.0,152.0,233,0
937,Female,66,1,28.0,0,1-2 Year,Yes,35154.0,122.0,160,0
599,Male,42,1,41.0,0,1-2 Year,Yes,35129.0,163.0,80,1
328,Male,26,1,30.0,1,< 1 Year,No,2630.0,152.0,270,0
699,Male,48,1,41.0,1,1-2 Year,No,2630.0,124.0,18,0
782,Male,77,1,28.0,1,1-2 Year,No,33249.0,122.0,267,0
78,Female,27,1,33.0,1,< 1 Year,No,35512.0,152.0,111,0
258,Female,24,1,46.0,0,< 1 Year,Yes,27141.0,152.0,246,0
194,Male,21,1,47.0,0,< 1 Year,No,37028.0,160.0,119,0
243,Female,36,1,28.0,0,1-2 Year,Yes,40431.0,124.0,230,0
166,Male,25,1,30.0,1,< 1 Year,No,29396.0,152.0,22,0
577,Female,52,1,7.0,0,1-2 Year,Yes,2630.0,157.0,19,1
663,Male,29,1,28.0,1,< 1 Year,No,25850.0,152.0,125,0
457,Male,29,1,28.0,0,< 1 Year,Yes,40186.0,160.0,227,0
780,Female,24,1,37.0,0,< 1 Year,Yes,21408.0,160.0,202,0
903,Male,49,1,45.0,0,1-2 Year,Yes,27937.0,124.0,132,0
392,Male,22,1,50.0,1,< 1 Year,No,36287.0,152.0,70,0
958,Female,28,1,30.0,0,< 1 Year,Yes,30354.0,26.0,232,0
860,Male,62,1,8.0,0,1-2 Year,Yes,30883.0,26.0,173,0
420,Female,38,1,38.0,1,1-2 Year,No,37379.0,124.0,158,0
428,Male,54,1,28.0,1,1-2 Year,No,34431.0,124.0,288,0
64,Male,58,1,19.0,1,1-2 Year,No,39661.0,26.0,141,0
109,Male,72,1,46.0,1,1-2 Year,Yes,28698.0,30.0,216,0
450,Male,33,1,15.0,1,< 1 Year,No,2630.0,152.0,190,0
26,Female,21,1,28.0,1,< 1 Year,No,61964.0,152.0,72,0
936,Female,23,1,36.0,1,< 1 Year,No,34976.0,152.0,100,0
687,Female,35,1,3.0,0,1-2 Year,No,2630.0,26.0,43,0
384,Female,24,1,8.0,0,< 1 Year,Yes,54408.0,152.0,86,0
472,Female,22,1,43.0,0,1-2 Year,Yes,42589.0,157.0,236,0
776,Male,52,1,3.0,0,1-2 Year,No,29058.0,26.0,198,0
484,Female,44,1,28.0,0,1-2 Year,Yes,52593.0,26.0,30,1
768,Female,72,1,28.0,1,1-2 Year,No,65452.0,26.0,38,0
480,Male,30,1,28.0,0,< 1 Year,Yes,51429.0,121.0,119,1
282,Female,54,1,41.0,0,1-2 Year,Yes,53581.0,124.0,199,1
550,Male,27,1,46.0,1,< 1 Year,No,26312.0,152.0,244,0
604,Male,44,1,35.0,0,1-2 Year,Yes,2630.0,124.0,245,0
112,Female,48,1,46.0,0,> 2 Years,Yes,37379.0,11.0,139,0
257,Male,25,1,28.0,1,< 1 Year,No,43516.0,152.0,150,0
22,Male,49,1,28.0,0,1-2 Year,Yes,50791.0,124.0,177,0
516,Female,70,1,28.0,0,1-2 Year,Yes,37783.0,139.0,102,0
35,Female,32,1,30.0,1,< 1 Year,No,27638.0,152.0,169,0
883,Male,54,1,9.0,0,> 2 Years,Yes,40603.0,31.0,161,1
411,Male,28,1,6.0,0,1-2 Year,Yes,31181.0,124.0,282,0
820,Female,67,1,41.0,0,1-2 Year,Yes,40821.0,124.0,73,0
660,Female,24,1,28.0,0,< 1 Year,Yes,32681.0,152.0,116,0
25,Male,34,1,15.0,1,1-2 Year,No,38111.0,152.0,180,0
624,Male,55,1,28.0,1,1-2 Year,Yes,42394.0,26.0,142,0
852,Male,54,1,8.0,0,< 1 Year,Yes,34948.0,26.0,116,1
273,Female,60,1,6.0,0,1-2 Year,Yes,2630.0,157.0,143,0
977,Male,33,1,10.0,1,< 1 Year,No,21928.0,152.0,58,0
661,Male,60,1,28.0,0,1-2 Year,Yes,68548.0,26.0,298,0
11,Female,47,1,35.0,0,1-2 Year,Yes,47576.0,124.0,46,1
641,Female,49,1,48.0,1,1-2 Year,No,2630.0,26.0,245,0
601,Male,21,1,29.0,1,< 1 Year,No,28450.0,152.0,17,0
73,Female,23,1,39.0,1,< 1 Year,No,40372.0,152.0,242,0
738,Male,29,1,8.0,1,< 1 Year,No,46278.0,152.0,69,0
310,Male,26,1,35.0,1,< 1 Year,No,51047.0,152.0,165,0
76,Female,59,1,26.0,1,1-2 Year,No,35649.0,122.0,136,0
705,Male,43,1,28.0,0,1-2 Year,Yes,26259.0,124.0,116,0
541,Male,47,1,31.0,0,1-2 Year,Yes,2630.0,124.0,80,0
265,Male,24,1,28.0,0,< 1 Year,Yes,21583.0,152.0,143,0
584,Male,57,1,28.0,0,1-2 Year,Yes,31179.0,26.0,160,1
240,Female,63,1,28.0,0,> 2 Years,Yes,31004.0,26.0,281,0
412,Female,25,1,40.0,0,< 1 Year,Yes,39361.0,152.0,104,0
210,Male,26,1,37.0,0,< 1 Year,Yes,57159.0,160.0,163,0
334,Male,44,1,28.0,0,1-2 Year,Yes,30427.0,124.0,237,1
252,Male,23,1,12.0,1,< 1 Year,No,24886.0,26.0,111,0
219,Male,22,1,15.0,0,< 1 Year,Yes,32252.0,160.0,100,0
268,Female,28,1,21.0,1,< 1 Year,No,26106.0,152.0,95,0
545,Female,25,1,8.0,1,< 1 Year,No,61805.0,152.0,58,0
67,Male,41,1,28.0,0,1-2 Year,Yes,42268.0,154.0,36,0
794,Male,52,1,3.0,0,1-2 Year,Yes,28088.0,26.0,285,1
786,Male,40,1,8.0,0,1-2 Year,Yes,31043.0,124.0,279,0
447,Male,54,1,35.0,0,1-2 Year,Yes,26629.0,26.0,113,1
961,Female,20,1,30.0,1,< 1 Year,No,35192.0,160.0,25,0
494,Female,20,1,28.0,1,< 1 Year,Yes,2630.0,160.0,120,0
232,Male,24,1,47.0,0,< 1 Year,Yes,36414.0,124.0,292,0
652,Male,25,1,28.0,0,< 1 Year,Yes,41654.0,26.0,233,0
203,Male,22,1,11.0,1,< 1 Year,No,21126.0,152.0,272,0
221,Female,44,1,28.0,1,1-2 Year,No,2630.0,124.0,114,0
704,Female,25,1,28.0,1,< 1 Year,No,34410.0,152.0,219,0
755,Female,33,1,28.0,0,< 1 Year,Yes,43563.0,154.0,240,0
478,Male,45,1,46.0,0,1-2 Year,Yes,37726.0,26.0,186,0
590,Female,21,1,7.0,1,< 1 Year,No,48103.0,160.0,135,0
309,Male,71,1,28.0,0,1-2 Year,Yes,42881.0,124.0,105,0
387,Female,34,1,28.0,0,1-2 Year,No,46685.0,124.0,205,0
895,Female,29,1,41.0,0,< 1 Year,Yes,2630.0,121.0,166,1
322,Male,77,1,50.0,1,1-2 Year,No,42327.0,124.0,10,0
554,Female,24,1,41.0,1,< 1 Year,No,29857.0,152.0,201,0
419,Female,22,1,46.0,1,< 1 Year,No,31506.0,160.0,113,0
834,Male,25,1,37.0,0,< 1 Year,Yes,31531.0,152.0,49,1
777,Male,44,1,35.0,0,1-2 Year,No,2630.0,89.0,88,0
733,Male,77,1,28.0,0,1-2 Year,Yes,2630.0,26.0,109,1
600,Female,25,1,23.0,1,< 1 Year,No,19298.0,152.0,140,0
668,Male,55,1,17.0,1,1-2 Year,No,36693.0,26.0,212,0
490,Female,39,1,28.0,0,1-2 Year,Yes,45387.0,154.0,59,1
47,Female,29,1,15.0,1,< 1 Year,No,32923.0,152.0,34,0
732,Female,35,1,28.0,0,1-2 Year,Yes,39339.0,124.0,170,0
909,Male,30,1,38.0,1,1-2 Year,No,25412.0,124.0,175,0
865,Female,49,1,41.0,0,1-2 Year,Yes,2630.0,26.0,65,0
972,Male,52,1,28.0,0,1-2 Year,Yes,50851.0,124.0,285,1
90,Female,20,1,36.0,0,< 1 Year,Yes,46275.0,160.0,281,1
426,Female,24,1,13.0,0,< 1 Year,Yes,2630.0,151.0,19,0
83,Female,39,1,8.0,1,1-2 Year,No,34735.0,152.0,131,0
311,Female,45,1,28.0,0,> 2 Years,Yes,73929.0,157.0,86,0
132,Female,27,1,28.0,1,< 1 Year,No,30005.0,152.0,92,0
396,Male,75,1,8.0,1,1-2 Year,No,2630.0,26.0,11,0
148,Male,20,1,39.0,1,< 1 Year,No,28329.0,160.0,78,0
116,Female,32,1,46.0,0,1-2 Year,Yes,34810.0,26.0,166,0
379,Male,20,1,35.0,1,< 1 Year,No,2630.0,160.0,81,0
912,Male,72,1,28.0,0,> 2 Years,Yes,54468.0,122.0,129,1
840,Male,77,1,28.0,0,> 2 Years,Yes,60083.0,26.0,191,0
198,Male,42,1,3.0,0,1-2 Year,Yes,32293.0,124.0,105,1
181,Male,30,1,28.0,1,1-2 Year,No,40167.0,125.0,264,0
488,Female,24,1,28.0,1,< 1 Year,No,28036.0,152.0,108,0
100,Female,24,1,7.0,1,< 1 Year,Yes,2630.0,160.0,68,0
111,Male,27,1,8.0,1,< 1 Year,No,31428.0,122.0,77,0
241,Male,22,1,46.0,1,< 1 Year,No,30745.0,152.0,147,0
408,Female,45,1,35.0,1,1-2 Year,No,2630.0,26.0,200,0
981,Male,35,1,32.0,0,1-2 Year,Yes,34062.0,163.0,236,1
892,Female,24,1,8.0,1,< 1 Year,No,33324.0,152.0,83,0
607,Female,24,1,13.0,1,< 1 Year,No,22649.0,152.0,243,0
897,Female,28,1,18.0,1,< 1 Year,No,38784.0,152.0,264,0
344,Male,25,1,25.0,1,< 1 Year,No,32856.0,152.0,275,0
444,Female,25,1,23.0,1,< 1 Year,No,2630.0,152.0,228,0
306,Male,24,1,15.0,1,< 1 Year,No,23267.0,152.0,143,0
120,Female,23,1,25.0,0,< 1 Year,No,2630.0,152.0,149,0
679,Male,31,1,39.0,0,< 1 Year,Yes,2630.0,26.0,166,1
170,Female,28,1,8.0,1,< 1 Year,No,31454.0,152.0,86,0
645,Male,23,1,15.0,1,< 1 Year,No,29541.0,152.0,258,0
567,Female,32,1,43.0,0,< 1 Year,No,2630.0,152.0,167,0
984,Female,23,1,47.0,0,< 1 Year,No,29431.0,151.0,257,0
178,Male,60,1,45.0,0,1-2 Year,No,42888.0,124.0,229,0
497,Male,22,1,35.0,0,< 1 Year,Yes,30083.0,152.0,84,0
982,Male,38,1,36.0,0,1-2 Year,Yes,37742.0,26.0,295,1
576,Female,22,1,8.0,0,< 1 Year,Yes,35461.0,152.0,90,0
140,Male,21,1,29.0,1,< 1 Year,No,62164.0,152.0,116,0
19,Male,42,1,28.0,0,1-2 Year,Yes,33667.0,124.0,158,0
680,Male,53,1,29.0,0,1-2 Year,Yes,2630.0,156.0,141,0
13,Female,41,1,15.0,1,1-2 Year,No,31409.0,14.0,221,0
532,Male,36,1,9.0,1,1-2 Year,No,41410.0,152.0,174,0
288,Male,39,1,28.0,0,1-2 Year,Yes,32807.0,157.0,186,0
391,Male,20,1,46.0,0,< 1 Year,Yes,49211.0,160.0,284,0
163,Male,78,1,28.0,1,1-2 Year,No,42462.0,26.0,54,0
445,Female,21,1,30.0,1,< 1 Year,No,24030.0,152.0,82,0
261,Male,54,1,28.0,0,1-2 Year,Yes,34367.0,124.0,237,1
360,Male,54,1,15.0,0,1-2 Year,Yes,35116.0,124.0,171,1
335,Female,22,1,8.0,1,< 1 Year,No,48773.0,152.0,217,0
752,Male,53,1,30.0,1,1-2 Year,No,2630.0,26.0,208,0
229,Male,32,1,50.0,0,< 1 Year,No,2630.0,1.0,287,0
980,Male,48,1,27.0,0,1-2 Year,Yes,32645.0,152.0,182,0
862,Male,29,1,41.0,0,< 1 Year,Yes,2630.0,152.0,203,0
817,Female,36,1,28.0,1,1-2 Year,No,2630.0,125.0,232,0
727,Male,48,1,37.0,1,1-2 Year,No,22242.0,26.0,283,0
869,Female,42,1,3.0,0,1-2 Year,Yes,43811.0,154.0,243,0
593,Male,26,1,30.0,1,< 1 Year,No,22102.0,152.0,97,0
154,Male,53,1,28.0,1,1-2 Year,No,40397.0,122.0,156,0
205,Female,30,1,28.0,0,< 1 Year,Yes,39104.0,122.0,263,1
65,Male,39,1,15.0,0,1-2 Year,Yes,37849.0,124.0,22,0
2,Male,76,1,3.0,0,1-2 Year,No,33536.0,26.0,183,0
838,Male,25,1,8.0,1,< 1 Year,No,2630.0,152.0,16,0
442,Female,67,1,29.0,0,1-2 Year,Yes,43753.0,124.0,30,1
574,Male,55,1,28.0,0,1-2 Year,Yes,54115.0,55.0,114,0
744,Male,20,1,39.0,1,< 1 Year,No,31515.0,160.0,167,0
91,Female,25,1,50.0,1,< 1 Year,No,31556.0,152.0,62,0
34,Female,24,1,36.0,0,< 1 Year,Yes,43129.0,152.0,49,0
924,Male,25,1,15.0,1,< 1 Year,No,30587.0,152.0,49,0
234,Male,62,1,15.0,0,1-2 Year,No,44679.0,86.0,239,0
671,Male,26,1,47.0,1,< 1 Year,No,33045.0,152.0,188,0
369,Male,52,1,30.0,1,< 1 Year,No,2630.0,1.0,152,0
598,Female,49,1,46.0,0,1-2 Year,Yes,25996.0,26.0,184,1
461,Female,30,1,49.0,0,< 1 Year,Yes,27967.0,152.0,270,0
633,Female,22,1,14.0,1,< 1 Year,No,37508.0,152.0,260,0
427,Male,22,1,46.0,1,< 1 Year,No,23810.0,152.0,220,0
55,Female,44,1,28.0,0,1-2 Year,Yes,45415.0,13.0,73,0
157,Female,41,1,28.0,0,1-2 Year,Yes,54740.0,124.0,212,1
429,Female,21,1,34.0,0,1-2 Year,Yes,36314.0,163.0,86,1
51,Female,22,1,50.0,0,< 1 Year,No,15052.0,152.0,141,0
430,Female,44,1,28.0,0,1-2 Year,Yes,119735.0,152.0,295,0
990,Female,51,1,28.0,1,1-2 Year,No,37768.0,25.0,69,0
46,Male,56,1,28.0,0,1-2 Year,Yes,34617.0,124.0,71,0
498,Male,56,1,28.0,0,1-2 Year,Yes,32018.0,26.0,183,0
907,Male,44,1,28.0,0,1-2 Year,Yes,35482.0,26.0,59,0
352,Female,23,1,46.0,1,< 1 Year,No,2630.0,152.0,88,0
59,Female,62,1,48.0,0,1-2 Year,Yes,2630.0,15.0,295,0
201,Male,55,1,28.0,0,1-2 Year,Yes,49470.0,124.0,203,0
341,Male,27,1,15.0,0,< 1 Year,Yes,33845.0,152.0,260,0
436,Male,64,1,28.0,0,1-2 Year,Yes,42417.0,60.0,116,0
628,Male,42,1,28.0,0,> 2 Years,Yes,34815.0,26.0,101,1
200,Female,42,1,28.0,0,1-2 Year,Yes,40613.0,124.0,242,0
716,Female,26,1,46.0,1,< 1 Year,No,30380.0,152.0,268,0
670,Female,23,1,28.0,1,< 1 Year,No,49577.0,152.0,55,0
158,Male,41,1,35.0,0,1-2 Year,Yes,25112.0,154.0,221,0
793,Male,24,1,8.0,0,< 1 Year,No,2630.0,152.0,12,0
